394,3228,-0.04360825566977322
654,314,0.4563917443302268
262,7908,0.4563917443302268
242,1311,0.4563917443302268
562,524,0.9563917443302268
119,139,-1.5436082556697732
514,1127,-1.5436082556697732
203,6561,-0.04360825566977322
547,2690,0.4563917443302268
547,3326,-0.5436082556697732
575,1940,-1.5436082556697732
73,5006,-0.5436082556697732
30,3320,-0.5436082556697732
509,957,0.4563917443302268
168,558,-0.5436082556697732
294,5835,-0.04360825566977322
407,3417,1.4563917443302268
652,8514,0.4563917443302268
69,3801,-0.04360825566977322
471,5789,-0.04360825566977322
624,5596,-0.04360825566977322
370,1722,-0.04360825566977322
26,2154,0.9563917443302268
602,840,0.4563917443302268
505,3421,-0.5436082556697732
286,904,0.4563917443302268
594,2038,1.4563917443302268
547,5413,0.4563917443302268
461,483,-0.04360825566977322
452,2453,-0.5436082556697732
96,1755,1.4563917443302268
57,1066,1.4563917443302268
213,5989,-1.0436082556697732
594,1590,0.4563917443302268
96,875,-0.5436082556697732
564,953,1.4563917443302268
61,657,-1.0436082556697732
520,4417,0.4563917443302268
561,3420,0.4563917443302268
86,232,1.4563917443302268
577,1305,0.9563917443302268
232,1776,0.4563917443302268
262,943,-1.0436082556697732
564,843,-0.5436082556697732
86,686,-0.5436082556697732
41,2609,-0.5436082556697732
380,1209,0.4563917443302268
452,5761,-0.04360825566977322
358,1144,-0.5436082556697732
67,254,1.4563917443302268
378,6152,-3.043608255669773
20,5357,0.4563917443302268
313,3216,-1.5436082556697732
509,626,0.4563917443302268
452,4267,-0.5436082556697732
577,3414,0.4563917443302268
640,866,-0.5436082556697732
519,8824,0.9563917443302268
213,31,-2.043608255669773
311,3264,-0.5436082556697732
353,4503,-0.5436082556697732
468,5118,-2.043608255669773
201,5549,0.4563917443302268
213,4043,-1.0436082556697732
48,4168,-0.04360825566977322
632,6758,0.9563917443302268
564,1585,-0.5436082556697732
294,6418,0.4563917443302268
402,8825,0.4563917443302268
422,455,1.4563917443302268
195,1675,-0.5436082556697732
430,18,-1.5436082556697732
509,966,0.4563917443302268
199,7951,0.4563917443302268
519,4751,1.4563917443302268
311,1331,0.9563917443302268
501,7657,-1.0436082556697732
295,406,0.9563917443302268
285,2069,0.4563917443302268
614,726,1.4563917443302268
380,2273,-0.5436082556697732
344,955,1.4563917443302268
624,6466,0.4563917443302268
457,4085,-2.043608255669773
533,202,0.4563917443302268
423,725,0.4563917443302268
243,2552,-1.0436082556697732
544,1209,0.9563917443302268
73,3456,0.4563917443302268
529,32,1.4563917443302268
521,2374,0.4563917443302268
582,772,-0.5436082556697732
380,899,0.4563917443302268
427,5596,-0.04360825566977322
431,4517,1.4563917443302268
423,1020,0.9563917443302268
468,4262,-0.5436082556697732
73,7314,-0.5436082556697732
22,3202,-1.5436082556697732
134,2248,0.9563917443302268
624,7812,-0.5436082556697732
253,773,-0.04360825566977322
150,519,-1.0436082556697732
487,172,0.4563917443302268
251,8608,0.9563917443302268
128,1853,1.4563917443302268
452,1242,-2.543608255669773
564,153,-2.543608255669773
102,2351,1.4563917443302268
581,1481,0.4563917443302268
103,2396,-0.5436082556697732
457,3698,-2.043608255669773
560,1453,0.4563917443302268
599,5632,0.4563917443302268
664,956,-0.04360825566977322
547,5758,-0.04360825566977322
472,2649,-0.5436082556697732
160,675,1.4563917443302268
654,1486,0.9563917443302268
41,4281,0.4563917443302268
73,7412,0.4563917443302268
648,4395,-2.043608255669773
457,5150,-0.5436082556697732
514,783,0.4563917443302268
188,21,-0.5436082556697732
547,3113,0.9563917443302268
