294,362,4.0
294,4488,4.0
213,3663,3.0
624,3711,4.5
518,1655,1.0
452,1941,3.0
452,4258,3.0
427,4569,3.5
342,1138,4.0
73,2893,2.0
15,8518,1.0
648,1722,1.5
311,4386,2.5
362,485,4.5
220,1060,5.0
652,7697,5.0
268,3367,5.0
285,870,4.0
157,7762,4.0
357,249,3.0
564,53,4.0
262,6555,2.5
587,2337,3.5
509,1261,4.0
452,5113,3.5
370,1722,3.5
258,1922,3.0
518,2413,4.0
620,953,3.5
238,7164,3.0
513,314,4.0
78,3458,5.0
195,1830,3.0
4,954,5.0
380,4392,2.5
547,2732,3.0
119,184,2.0
73,8650,2.5
605,826,4.0
457,6840,1.5
394,6057,4.0
268,2038,2.5
486,3766,5.0
196,2505,3.0
200,1253,4.0
262,8647,3.0
475,8516,2.0
270,8680,3.5
230,3801,5.0
575,1780,4.0
282,2164,4.5
22,45,3.5
434,1057,4.0
285,2953,3.0
617,1012,5.0
313,1000,3.5
287,2893,3.5
605,2556,3.0
232,2705,3.0
388,876,4.0
505,2398,3.0
610,4767,5.0
285,1882,3.0
547,4611,3.5
381,2823,1.0
319,427,4.0
564,2902,5.0
268,2374,4.5
48,7331,4.0
586,4395,5.0
529,4307,3.0
15,3160,4.0
186,4880,4.5
561,1906,3.5
213,1992,3.0
287,7526,4.5
190,2154,5.0
92,315,2.0
595,2713,1.0
388,3123,4.0
170,2551,3.0
663,427,3.5
75,5624,4.5
212,1044,3.5
615,880,4.0
427,4270,3.5
23,3196,3.5
475,6981,3.0
505,786,3.0
518,672,1.0
545,2169,2.0
157,7844,2.0
91,7818,5.0
501,4432,5.0
471,5026,5.0
547,4955,0.5
373,1229,4.0
547,2004,2.5
38,977,4.5
480,6947,4.0
380,5983,4.0
384,1564,3.5
475,4398,4.0
570,561,5.0
524,378,3.5
404,1179,3.0
580,2115,3.0
562,5485,4.5
262,1678,3.0
447,46,3.0
422,427,3.0
431,164,2.5
496,341,3.0
655,4893,4.0
149,6330,5.0
56,737,4.0
481,6466,5.0
205,977,3.5
570,4603,2.5
514,1029,3.0
452,445,3.0
199,8061,3.5
130,170,0.5
353,4603,2.0
578,284,3.0
624,7884,1.5
648,6218,4.0
479,7253,4.5
213,4233,2.5
342,337,5.0
254,232,4.0
243,3200,0.5
30,635,3.0
91,6152,4.5
332,6162,3.5
102,741,5.0
255,2831,4.0
554,648,1.0
328,3113,3.5
17,992,5.0
121,144,3.0
85,454,2.0
232,2832,2.0
140,6042,4.0
250,6768,4.0
19,22,1.0
520,1045,3.0
440,520,3.0
587,1512,4.0
402,8782,3.0
262,8716,1.5
313,3461,0.5
662,422,3.0
622,8226,4.5
348,299,1.0
605,2300,3.0
461,4688,2.5
213,7783,1.0
550,1864,3.0
564,1435,2.0
